Title,Genres,Rank,Popularity,Score,Episodes,Episode length,Release Date
Maple Town no Shouboutai,"Action,Adventure,Comedy,Fantasy",12654,18093,6.45,1,10 min.,Spring 2021
Maple Town no Koutsuu Anzen,"Action,Adventure,Comedy,Fantasy",12653,18397,6.45,1,14 min.,Spring 2021
Maomi Xiao Bei,"Action,Adventure,Comedy,Fantasy",12651,19849,6.45,1,1 hr. 30 min.,Spring 2021
Mashin Eiyuuden Wataru: Shichikon no Ryuujinmaru,"Action,Adventure,Comedy,Sci-Fi",12664,13023,6.45,9,17 min. per ep.,Spring 2021
Mao Xian Dong De Shou!,"Comedy,Slice of Life",12644,17950,6.45,15,4 min. per ep.,Spring 2021
Marumaru Manul,"Comedy,Slice of Life",12660,13101,6.45,50,1 min. per ep.,Winter 2020
Mao Qiu Daya Qi Qu: Lu Zhi Zui Zhang De Lutu,"Comedy,Slice of Life",12643,19845,6.45,50,10 min. per ep.,Winter 2020
Mao Qiu Daya Qi Qu: Lu Zhi Tuo Xian Piaoliu Ji,"Comedy,Slice of Life",12642,19844,6.45,52,10 min. per ep.,Winter 2020
Mao Ling Xiangce,"Fantasy,Slice of Life",12639,16176,6.45,21,8 min. per ep.,Winter 2020
Marin to Yamato: Fushigi na Nichiyoubi,"Fantasy,Slice of Life",12656,15494,6.45,1,17 min.,Winter 2020
Manzai Taikouki,"Fantasy,Slice of Life",12638,16206,6.45,1,1 hr. 40 min.,Winter 2020
Manul no Yuube,"Fantasy,Slice of Life",12637,14339,6.45,Unknown,1 min.,Fall 2018
Mannaka no Rikkun@Kin Tele,"Fantasy,Slice of Life",12636,14151,6.45,12,5 min. per ep.,Winter 2019
Manichi ga Tsurai Kimochi Wakarimasu ka: Yurusenai! Net Ijime,"Fantasy,Slice of Life",12635,18287,6.45,1,18 min.,Winter 2019
Manga Nippon Mukashibanashi (Movie),"Fantasy,Slice of Life",12634,14143,6.45,1,12 min.,Winter 2019
Marude Dameo,"Comedy,Sci-Fi",12659,14585,6.45,47,25 min. per ep.,Fall 1991
Mars,"Action,Sci-Fi",12658,13225,6.45,2,30 min. per ep.,Fall 1991
Manga Nihonshi,"Action,Sci-Fi",12632,13578,6.45,52,24 min. per ep.,Spring 1983
Manga Naruhodo Monogatari OVA,"Action,Sci-Fi",12629,17066,6.45,5,1 hr. 30 min. per ep.,Spring 1983
Mao Mi De Hu Zi,"Action,Sci-Fi",12640,19360,6.45,1,Unknown,Spring 1983
Manga Nihon Keizai Nyuumon,"Drama,Slice of Life",12631,14017,6.45,25,25 min. per ep.,Fall 1987
Manga Kotowaja Jiten,"Drama,Slice of Life",12627,15493,6.45,88,25 min. per ep.,Fall 1980
Manga Kodomo Bunko,"Drama,Fantasy",12626,15012,6.45,51,25 min. per ep.,Fall 1978
Manga Nihonshi (NHK Han),"Drama,Fantasy",12633,13671,6.45,40,20 min. per ep.,Spring 1992
Manga Jinbutsushi,"Drama,Fantasy",12625,14751,6.45,365,5 min. per ep.,Summer 1970
Manga Hajimete Omoshiro Juku,"Drama,Fantasy",12621,14067,6.45,110,25 min. per ep.,Winter 1989
Maple Town Monogatari (Movie),"Fantasy,Slice of Life",12652,14729,6.45,1,26 min.,Winter 1989
Manga Hajimete Monogatari OVA,"Adventure,Comedy",12620,16914,6.45,1,52 min.,Winter 1989
Manga Hana no Kakarichou,"Comedy,Slice of Life",12623,15970,6.45,1,1 hr.,Winter 1989
Manga Ijin Monogatari,"Comedy,Slice of Life",12624,14016,6.45,46,25 min. per ep.,Fall 1977
Manga Aesop Monogatari (TV),"Comedy,Fantasy",12616,13781,6.45,52,15 min. per ep.,Fall 1983
Manga Aesop Monogatari,"Adventure,Fantasy",12615,14682,6.45,1,1 hr. 1 min.,Fall 1983
Manga Nihon Emaki,"Adventure,Fantasy",12630,13890,6.45,46,25 min. per ep.,Fall 1977
Mang Nu Yu Huli,"Adventure,Fantasy",12614,19032,6.45,1,20 min.,Fall 1977
Mandalaya no Ryouta: Kukidani Onsen Enshou Soudou Tan,"Comedy,Ecchi",12612,15174,6.45,2,23 min. per ep.,Fall 1977
Manga Doushite Monogatari,"Adventure,Comedy",12617,14442,6.45,100,25 min. per ep.,Spring 1984
Manabu no Natsuyasumi,"Adventure,Comedy",12611,16261,6.45,1,24 min.,Spring 1984
Manga Hajimete Omoshiro Juku OVA,"Adventure,Comedy",12622,17180,6.45,4,1 hr. 30 min. per ep.,Spring 1984
Manga Furusato Mukashibanashi,"Adventure,Fantasy",12619,17207,6.45,26,25 min. per ep.,Summer 1976
Man with a Mission Animated Short Movie,"Adventure,Fantasy",12608,16481,6.45,1,2 min.,Summer 1976
Mandamgangho,"Adventure,Fantasy",12613,17940,6.45,1,1 hr. 13 min.,Summer 1976
Manga Doushite Monogatari OVA,"Adventure,Comedy",12618,17206,6.45,2,1 hr. 24 min. per ep.,Summer 1976
Man Youqu,"Adventure,Comedy",12610,19359,6.45,26,5 min. per ep.,Summer 1976
Man Tou Riji,"Adventure,Comedy",12607,14130,6.45,10,7 min. per ep.,Summer 1976
Mamimume★Mogacho,"Adventure,Comedy",12606,14529,6.45,13,25 min. per ep.,Summer 2001
Mao Qiu Daya Qi Qu: Lu Zhi Benzou Da Caoyuan,"Adventure,Comedy",12641,19843,6.45,52,11 min. per ep.,Summer 2001
Mama Ohanashi Kikasete,"Adventure,Comedy",12601,16636,6.45,15,8 min. per ep.,Spring 1987
Malta no Bouken Season 2,"Adventure,Comedy",12594,18459,6.45,12,5 min. per ep.,Spring 1987
Malta no Bouken,"Adventure,Comedy",12593,17791,6.45,12,5 min. per ep.,Spring 1987
Malasong Wangzi,"Adventure,Comedy",12592,18822,6.45,52,11 min. per ep.,Spring 1987
Mako-chan no Koutsuu Anzen,"Adventure,Comedy",12591,16850,6.45,1,10 min.,Spring 1987
Mameushi-kun no Koutsuu Anzen,"Adventure,Comedy",12605,17816,6.45,1,12 min.,Spring 1987
Makkuro na Obentou,"Adventure,Comedy",12590,14213,6.45,1,50 min.,Spring 1987
Mameushi-kun,"Comedy,Fantasy",12604,16369,6.45,52,15 min. per ep.,Fall 2007
Mametarou Ganbare,"Comedy,Fantasy",12603,18201,6.45,1,7 min.,Fall 2007
Makiba no Shoujo Katri Specials,"Adventure,Drama,Slice of Life",12589,14728,6.45,2,45 min. per ep.,Fall 2007
Maki to Kanta to Jiijii to.,"Adventure,Drama,Slice of Life",12588,18326,6.45,1,16 min.,Fall 2007
Maji,"Adventure,Drama,Slice of Life",12583,14188,6.45,3,50 min. per ep.,Fall 2007
Makesi Shuo Jingji Weiji,"Adventure,Drama,Slice of Life",12587,19842,6.45,8,25 min. per ep.,Fall 2007
Maitian Shen Shu,"Adventure,Drama,Slice of Life",12582,19841,6.45,356,25 min. per ep.,Fall 2007
Maji de Wakaru! Waccha PriMagi Gakuen,"Adventure,Drama,Slice of Life",12584,18092,6.45,1,24 min.,Fall 2007
Mama Qing Xiuxi,"Adventure,Drama,Slice of Life",12602,19195,6.45,1,18 min.,Fall 2007
Makeruna! Senta: Sayonara Ijime Mushi,"Adventure,Drama,Slice of Life",12586,17939,6.45,1,24 min.,Fall 2007
Tenkuu Danzai Skelter+Heaven,"Adventure,Drama,Slice of Life",12580,3282,1.84,1,19 min.,Fall 2007
Nami,"Adventure,Drama,Slice of Life",12577,4676,2.25,1,3 min.,Fall 2007
Man with a Mission The Animation,"Adventure,Drama,Slice of Life",12609,14038,6.45,6,3 min. per ep.,Fall 2007
Abunai Sisters: Koko & Mika,"Action,Comedy,Ecchi",12574,6783,2.46,10,3 min. per ep.,Fall 2007
Aki no Puzzle,"Action,Comedy,Ecchi",12575,9689,2.43,1,6 min.,Fall 2007
Maiodore! Maimai Time,"Action,Comedy,Ecchi",12581,19840,6.45,1,2 min.,Fall 2007
Makehen de! Roku-nen San-kumi no Hanshin Daishinsai,"Action,Comedy,Ecchi",12585,18067,6.45,1,23 min.,Fall 2007
Ningen Doubutsuen,"Action,Comedy,Ecchi",12570,8055,2.76,1,2 min.,Fall 2007
Shitcom,"Comedy,Romance",12571,4212,2.76,1,1 min.,Fall 2007
Kokuhaku,"Comedy,Romance",12576,6928,2.3,1,40 sec.,Fall 2007
Manga Naruhodo Monogatari,"Comedy,Romance",12628,15046,6.45,102,25 min. per ep.,Spring 1986
Ex-Arm,"Action,Sci-Fi",12569,2111,2.93,12,23 min. per ep.,Winter 2021
Madonna (Movie),"Action,Sci-Fi",12566,11096,3.01,1,4 min.,Winter 2021
Twinkle Nora Rock Me!,"Action,Sci-Fi",12565,8095,3.02,1,29 min.,Winter 2021
Super Child,"Action,Adventure,Sci-Fi",12563,11094,3.11,1,1 hr. 41 min.,Winter 2021
Fetish Doll,"Action,Adventure,Sci-Fi",12564,9811,3.09,1,4 min.,Winter 2021
Hametsu no Mars,"Horror,Sci-Fi",12578,2345,2.22,1,19 min.,Winter 2021
Love Bites,"Horror,Sci-Fi",12573,8202,2.62,1,2 min.,Winter 2021
Soujuu Senshi Psychic Wars,"Horror,Sci-Fi",12562,8056,3.11,1,54 min.,Winter 2021
I Like It,"Horror,Sci-Fi",12560,11943,3.13,1,1 min.,Winter 2021
Born by Myself,"Horror,Sci-Fi",12558,9197,3.16,1,6 min.,Winter 2021
Mochibei,"Horror,Sci-Fi",12568,7972,2.98,1,57 sec.,Winter 2021
Nendo no Tatakai 2,"Action,Comedy",12556,9436,3.21,1,1 min.,Winter 2021
Generation of Chaos,"Action,Adventure,Fantasy",12561,8909,3.12,1,30 min.,Winter 2021
Panzer Dragoon,"Action,Fantasy,Sci-Fi",12553,8896,3.24,1,26 min.,Winter 2021
Shigeru,"Avant Garde,Comedy",12559,10509,3.15,1,10 sec.,Winter 2021
Vampire Holmes,"Comedy,Mystery,Supernatural",12551,4263,3.31,12,3 min. per ep.,Spring 2015
Dark Cat,"Action,Horror,Supernatural",12554,7758,3.24,1,50 min.,Spring 2015
Utsu Musume Sayuri,"Avant Garde,Comedy",12579,4311,1.98,1,3 min.,Spring 2015
Within the Bloody Woods,"Avant Garde,Comedy",12542,9217,3.38,2,2 min. per ep.,Spring 2015
Wonder Momo,"Avant Garde,Comedy",12539,6632,3.5,5,7 min. per ep.,Spring 2015
Dead World,"Avant Garde,Comedy",12538,9880,3.52,1,1 min.,Spring 2015
Yume 10 Yoru,"Avant Garde,Comedy",12537,11798,3.53,1,6 min.,Spring 2015
Scrap Diary,"Avant Garde,Comedy",12557,10483,3.21,1,4 min.,Spring 2015
Good-by Elvis and USA,"Avant Garde,Comedy",12567,10739,3.0,1,7 min.,Spring 2015
Ai (ONA),"Avant Garde,Comedy",12572,8040,2.62,1,7 sec.,Spring 2015
CCW: Crazy Clay Wrestling,"Avant Garde,Comedy",12533,9284,3.6,1,6 min.,Spring 2015
G-senjou no Higeki,"Avant Garde,Comedy",12534,10986,3.59,1,9 min.,Spring 2015
Aos,"Avant Garde,Fantasy",12532,9353,3.62,1,9 min.,Spring 2015
Red Colored Bridge,"Avant Garde,Fantasy",12531,11334,3.62,1,5 min.,Spring 2015
Yo! Daitouryou Trap-kun,"Avant Garde,Fantasy",12530,6331,3.63,2,44 sec. per ep.,Spring 2015
C.L.A.Y.,"Avant Garde,Fantasy",12540,8816,3.47,1,1 min.,Spring 2015
Nendo no Tatakai,"Action,Comedy",12552,8856,3.26,1,1 min.,Spring 2015
Nendo no Tatakai (2019),"Action,Comedy",12528,11303,3.65,1,1 min.,Spring 2015
Spectral Force,"Action,Comedy",12527,9522,3.66,2,24 min. per ep.,Spring 2015
Crayon Angel,"Action,Comedy",12525,11338,3.7,1,2 min.,Spring 2015
Good-by Marilyn,"Action,Comedy",12529,11710,3.64,1,4 min.,Spring 2015
Yasashii Kinyoubi,"Action,Comedy",12524,11292,3.72,1,3 min.,Spring 2015
Yami no Teio: Kyuuketsuki Dracula,"Action,Comedy",12526,8019,3.68,1,1 hr. 34 min.,Spring 2015
Kennel Tokorozawa,"Comedy,Ecchi",12521,9215,3.77,1,33 min.,Spring 2015
Generation of Chaos Next: Chikai no Pendant,"Action,Adventure,Fantasy,Romance",12541,10472,3.45,1,27 min.,Spring 2015
Pop,"Action,Adventure,Fantasy,Romance",12522,10898,3.77,1,2 min.,Spring 2015
◯,"Action,Adventure,Fantasy,Romance",12520,9548,3.79,1,1 min.,Spring 2015
Gibiate,"Action,Fantasy,Horror",12519,2343,3.81,12,24 min. per ep.,Summer 2020
No Littering,"Comedy,Horror",12535,7717,3.56,1,1 min.,Summer 2020
Dead Girl Trailer,"Horror,Supernatural,Suspense",12536,9519,3.54,1,1 min.,Summer 2020
Yukidoke,"Avant Garde,Horror",12513,7830,3.87,1,6 min.,Summer 2020
Requiem (ONA),"Avant Garde,Horror",12514,11409,3.86,1,2 min.,Summer 2020
Dog Soldier,"Avant Garde,Horror",12512,10015,3.87,1,46 min.,Summer 2020
The Embryo Develops into a Fetus,"Avant Garde,Horror",12517,10300,3.84,1,1 min.,Summer 2020
Ladyspo,"Action,Comedy,Sci-Fi",12555,8113,3.22,12,4 min. per ep.,Spring 2018
Mahou Shoujo? Naria☆Girls,"Action,Comedy,Sci-Fi",12515,6136,3.86,12,8 min. per ep.,Summer 2016
Armageddon,"Action,Adventure,Sci-Fi",12509,10528,3.91,1,1 hr. 26 min.,Summer 2016
Dreams,"Action,Adventure,Sci-Fi",12516,11231,3.85,1,5 min.,Summer 2016
Yoru no Okite,"Action,Adventure,Sci-Fi",12510,10273,3.91,1,4 min.,Summer 2016
Musekinin Galaxy☆Tylor,"Comedy,Sci-Fi",12507,6991,3.94,12,3 min. per ep.,Summer 2017
Embah,"Comedy,Sci-Fi",12504,12881,4.0,1,8 min.,Summer 2017
Adventures in Beauty Wonderland,"Adventure,Avant Garde",12503,9354,4.04,1,4 min.,Summer 2017
Marudase Kintarou,"Adventure,Avant Garde",12502,7289,4.05,1,9 min.,Summer 2017
Sabiiro no Armor: Reimei,"Adventure,Avant Garde",12505,7414,3.98,12,23 min. per ep.,Winter 2022
MILPOM★ Pilot,"Adventure,Avant Garde",12506,11661,3.97,1,3 min.,Winter 2022
Atelier Petros Joukuu Gekijou: Sentaku Shima no Sentaku Tori,"Comedy,Fantasy",12494,12763,4.12,1,3 min.,Winter 2022
4.Eyes,"Comedy,Fantasy",12496,11599,4.11,1,9 min.,Winter 2022
Dekobou no Jidousha Ryokou,"Comedy,Fantasy",12492,10788,4.13,1,1 min.,Winter 2022
Byston Well Monogatari: Garzey no Tsubasa,"Action,Fantasy",12491,4759,4.13,3,30 min. per ep.,Winter 2022
Heya,"Avant Garde,Comedy",12508,10264,3.92,1,4 min.,Winter 2022
Count Down,"Avant Garde,Comedy",12495,11936,4.12,1,36 sec.,Winter 2022
Watashi no Kao,"Avant Garde,Horror",12489,9161,4.14,1,3 min.,Winter 2022
Ninja Collection,"Horror,Supernatural",12523,4685,3.76,13,4 min. per ep.,Summer 2020
Bloody Night,"Horror,Supernatural,Suspense",12511,8814,3.89,1,5 min.,Summer 2020
Docchi mo Maid,"Action,Comedy,Girls Love,Ecchi",12501,9901,4.06,1,13 min.,Summer 2020
Kizuoibito,"Action,Adventure,Suspense",12484,10065,4.17,5,35 min. per ep.,Summer 2020
Agitated Screams of Maggots,"Avant Garde,Horror",12483,6680,4.17,1,3 min.,Summer 2020
Maid of the Dead,"Comedy,Horror",12493,7960,4.13,1,3 min.,Summer 2020
Kangaeru Renshuu,"Comedy,Horror",12485,13007,4.16,1,4 min.,Summer 2020
Ao Oni The Animation (Movie),"Horror,Mystery",12490,6461,4.14,1,1 hr.,Summer 2020
Kono Mayonnaise wa Yuru Sugiru,"Horror,Mystery",12479,11920,4.2,1,2 min.,Summer 2020
Pussycat,"Fantasy,Horror",12481,7404,4.19,1,5 min.,Summer 2020
Petting a Dog,"Fantasy,Horror",12518,10158,3.83,1,16 sec.,Summer 2020
Roots Search: Shokushin Buttai X,"Horror,Sci-Fi",12488,8806,4.15,1,45 min.,Summer 2020
Ai,"Avant Garde,Romance",12478,8081,4.2,1,4 min.,Summer 2020
MTV Ident: Horny,"Avant Garde,Ecchi",12487,12565,4.15,1,15 sec.,Summer 2020
Bloody Date,"Avant Garde,Ecchi",12474,8077,4.21,1,5 min.,Summer 2020
Kodomo no Kaitei no Koto,"Avant Garde,Ecchi",12473,12969,4.22,1,2 min.,Summer 2020
Ga no Iru Tokoro,"Avant Garde,Ecchi",12471,11590,4.23,1,5 min.,Summer 2020
Ankoku Shinwa,"Fantasy,Horror,Mystery,Supernatural",12480,8992,4.19,2,50 min. per ep.,Summer 2020
Baka Baka Baka na Sekai,"Avant Garde,Comedy",12470,10087,4.23,1,5 min.,Summer 2020
Shunga,"Avant Garde,Comedy",12469,12262,4.25,1,4 min.,Summer 2020
Henshin Gattai! 5 tsu no Atsuki Tamashii,"Avant Garde,Comedy",12475,12587,4.21,1,1 min.,Summer 2020
Usatalk,"Avant Garde,Comedy",12482,13658,4.19,1,1 min.,Summer 2020
Arakure Junichi no Namida,"Avant Garde,Comedy",12468,12097,4.25,1,1 min.,Summer 2020
KochinPa!,"Avant Garde,Comedy",12486,9672,4.16,12,15 sec. per ep.,Winter 2016
The Bathroom,"Avant Garde,Comedy",12476,10485,4.21,1,9 min.,Winter 2016
Hustle!! Tokitama-kun,"Avant Garde,Comedy",12466,12428,4.27,1,4 min.,Winter 2016
Generation of Chaos III: Toki no Fuuin,"Action,Adventure,Fantasy",12465,10751,4.27,2,24 min. per ep.,Winter 2016
Akai Kutsu! Onnanoko!,"Action,Adventure,Fantasy",12467,13072,4.26,1,16 sec.,Winter 2016
Kappo,"Action,Adventure,Fantasy",12472,11991,4.22,1,4 min.,Winter 2016
Calligraffiti,"Action,Adventure,Fantasy",12463,12556,4.28,1,5 min.,Winter 2016
Aya Hito Shiki to Iu na no Ishi Hata,"Action,Adventure,Fantasy",12462,13227,4.28,1,5 min.,Winter 2016
Chicken Papa,"Action,Adventure,Fantasy",12458,9879,4.3,1,1 min.,Winter 2016
Master Blaster,"Action,Adventure,Fantasy",12455,12311,4.31,1,3 min.,Winter 2016
Hanoka Recap,"Action,Adventure,Fantasy",12454,11870,4.31,1,10 min.,Winter 2016
Tama Gura Abayo: Moki Yumokyu Superdeluxe,"Action,Adventure,Fantasy",12477,12513,4.2,1,2 min.,Winter 2016
Kairaku no Sono,"Action,Adventure,Fantasy",12453,12215,4.32,1,2 min.,Winter 2016
Idol Fight Suchie-Pai 2,"Action,Ecchi",12452,10433,4.32,1,30 min.,Winter 2016
Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,"Action,Ecchi",12459,11913,4.3,1,3 min.,Winter 2016
Fue,"Action,Ecchi",12464,12487,4.28,1,5 min.,Winter 2016
Eiken: Eikenbu yori Ai wo Komete,"Comedy,Ecchi",12451,3571,4.32,2,30 min. per ep.,Winter 2016
Cafe de Oni,"Comedy,Ecchi",12427,12432,4.39,1,4 min.,Winter 2016
Kyochuu Rettou,"Comedy,Ecchi",12423,4587,4.4,1,22 min.,Winter 2016
Ragnastrike Angels,"Comedy,Ecchi",12456,5156,4.31,12,30 sec. per ep.,Spring 2016
Bishoujo Yuugi Unit Crane Game Girls,"Comedy,Ecchi",12426,6286,4.39,13,4 min. per ep.,Spring 2016
"Yasashii Fue, Tori, Ishi","Comedy,Ecchi",12422,12880,4.41,1,3 min.,Spring 2016
A.F,"Action,Sci-Fi",12457,11047,4.3,1,15 min.,Spring 2016
A Smart Experiment,"Action,Sci-Fi",12461,12284,4.29,1,3 min.,Spring 2016
Ohi-sama to Kaeru,"Action,Sci-Fi",12418,12163,4.43,1,1 min.,Spring 2016
Great Rabbit,"Action,Sci-Fi",12420,11627,4.41,1,7 min.,Spring 2016
Kakari,"Action,Sci-Fi",12419,13384,4.42,1,6 min.,Spring 2016
Ai Sky Tree 21,"Action,Sci-Fi",12425,12417,4.39,1,15 sec.,Spring 2016
"""Tokyo""","Action,Sci-Fi",12460,13006,4.29,1,1 min.,Spring 2016
Isu,"Action,Sci-Fi",12415,11783,4.44,1,10 min.,Spring 2016
Aa / ii,"Action,Sci-Fi",12412,13042,4.45,1,2 min.,Spring 2016
A Woman in a Fashion Building,"Action,Sci-Fi",12424,13126,4.39,1,50 sec.,Spring 2016
Zawazawa,"Action,Sci-Fi",12410,12424,4.46,1,1 min.,Spring 2016
Issho ni Sleeping: Sleeping with Hinako,"Action,Sci-Fi",12421,4309,4.41,1,49 min.,Spring 2016
Wakie Wakie,"Action,Sci-Fi",12407,13170,4.47,1,1 min.,Spring 2016
Uju Heukgisa,"Action,Sci-Fi",12406,11763,4.47,1,1 hr. 20 min.,Spring 2016
Konnichiwa Onara Gorou,"Action,Sci-Fi",12411,11149,4.46,1,2 min.,Spring 2016
Chirico,"Action,Sci-Fi",12413,12885,4.45,1,4 min.,Spring 2016
Shinsatsushitsu,"Avant Garde,Horror",12405,10299,4.47,1,8 min.,Spring 2016
Nantokashite Alguard,"Avant Garde,Horror",12408,13538,4.46,1,1 min.,Spring 2016
2005-nen Uchuu no Tabi,"Avant Garde,Sci-Fi",12402,9370,4.47,1,1 min.,Spring 2016
Anomalies,"Avant Garde,Sci-Fi",12401,12056,4.48,1,3 min.,Spring 2016
Kihei Senki Legacies,"Avant Garde,Sci-Fi",12394,11421,4.5,1,52 sec.,Spring 2016
Kaitei no Boukun,"Avant Garde,Sci-Fi",12403,11744,4.47,1,1 min.,Spring 2016
a_caFe,"Avant Garde,Sci-Fi",12392,11969,4.5,1,41 sec.,Spring 2016
Anygedybudybombom,"Avant Garde,Sci-Fi",12414,14080,4.44,1,3 min.,Spring 2016
Issunboushi no Shusse,"Avant Garde,Sci-Fi",12391,10823,4.51,1,1 min.,Spring 2016
Usagi ga Kowai,"Avant Garde,Horror",12389,10261,4.51,1,12 min.,Spring 2016
Wheels,"Avant Garde,Horror",12390,12726,4.51,1,3 min.,Spring 2016
Seiyuu Deka,"Avant Garde,Horror",12388,13118,4.51,1,3 min.,Spring 2016
Run & Roll,"Avant Garde,Horror",12387,14115,4.51,1,1 min.,Spring 2016
Cipher,"Avant Garde,Horror",12393,5417,4.5,1,26 min.,Spring 2016
Shousei Shikisai Gensou,"Avant Garde,Horror",12385,13013,4.52,1,3 min.,Spring 2016
Peeping Life: YouTuber-kun,"Avant Garde,Horror",12404,12525,4.47,4,5 min. per ep.,Spring 2016
Pinky Street,"Comedy,Slice of Life",12384,11259,4.52,2,12 min. per ep.,Spring 2016
Onyankopon,"Comedy,Slice of Life",12383,10495,4.52,12,3 min. per ep.,Spring 2016
?/Sankaku no Rhythm/Trump no Arasoi,"Comedy,Slice of Life",12379,12900,4.52,1,4 min.,Spring 2016
Memory of Red,"Comedy,Slice of Life",12417,12066,4.43,1,3 min.,Spring 2016
Color Noise,"Comedy,Slice of Life",12380,12098,4.52,1,30 sec.,Spring 2016
B.B. Fish,"Drama,Romance",12376,9497,4.53,1,29 min.,Spring 2016
Kaeru San Yuushi,"Adventure,Comedy",12378,12251,4.53,1,6 min.,Spring 2016
Zonmi-chan: Halloween☆Special Movie!,"Comedy,Horror",12416,11583,4.44,1,52 sec.,Spring 2016
Tonari no Yarou,"Comedy,Horror",12386,11490,4.52,1,9 min.,Spring 2016
Iron Virgin Jun,"Action,Comedy,Fantasy",12377,9172,4.53,1,46 min.,Spring 2016
Haru no Uta,"Action,Comedy,Fantasy",12381,10665,4.52,1,3 min.,Spring 2016
Yomiuri Shimbun,"Action,Comedy,Fantasy",12372,10584,4.54,1,15 sec.,Spring 2016
Nezumi no Rusuban,"Action,Comedy,Fantasy",12370,11290,4.54,1,1 min.,Spring 2016
Taa-chan no Kaitei Ryokou,"Action,Comedy,Fantasy",12409,11226,4.46,1,1 min.,Spring 2016
Micro Teukgongdae Diatron 5,"Action,Comedy,Fantasy",12369,11747,4.54,1,57 min.,Spring 2016
Juliet,"Comedy,Supernatural,Ecchi",12367,11090,4.54,1,27 min.,Spring 2016
Henna Omamesan,"Comedy,Supernatural,Ecchi",12382,12905,4.52,1,30 sec.,Spring 2016
Play Jazz,"Comedy,Supernatural,Ecchi",12373,14313,4.53,1,5 min.,Spring 2016
Katsugeki Shoujo Tanteidan,"Action,Comedy",12364,9716,4.55,1,26 min.,Spring 2016
Urashima Tarou (1931),"Action,Comedy",12371,9802,4.54,1,1 min.,Spring 2016
"Yami no Kioku, Yume no Inei","Action,Comedy",12362,13476,4.55,1,4 min.,Spring 2016
Yokoo's 3 Animation Films,"Avant Garde,Romance",12363,11640,4.55,3,5 min. per ep.,Spring 2016
Chainsaw Bunny: Deleted Scene,"Horror,Supernatural,Suspense",12366,11954,4.54,1,58 sec.,Spring 2016
Meitantei Gordon,"Comedy,Mystery",12361,12318,4.55,1,2 min.,Spring 2016
Osaru no Sankichi: Boukuusen,"Comedy,Mystery",12358,11408,4.56,1,3 min.,Spring 2016
Mac the Movie,"Comedy,Mystery",12357,14168,4.56,1,3 min.,Spring 2016
Kobe to Watashi,"Comedy,Slice of Life",12365,10800,4.55,1,4 min.,Spring 2016
Ponkotsuland Saga,"Comedy,Slice of Life",12354,10329,4.57,3,4 min. per ep.,Spring 2016
Ramen Tenshi Pretty Menma,"Comedy,Slice of Life",12374,7734,4.53,1,20 min.,Spring 2016
Sayokyoku,"Avant Garde,Comedy",12359,12552,4.56,1,4 min.,Spring 2016
Pants no Ana: Mambo de Ganbo!,"Comedy,Ecchi",12353,10851,4.57,1,32 min.,Spring 2016
Motion Lumine,"Comedy,Ecchi",12351,14097,4.57,1,3 min.,Spring 2016
Kataribe Jinkou Chinou ga Tsubuyaku Noroi no Yogen,"Horror,Suspense",12344,13147,4.58,1,1 min.,Spring 2016
Hachiko↑Dance,"Horror,Suspense",12343,13430,4.58,1,1 min.,Spring 2016
44-hiki no Neko,"Horror,Suspense",12356,10210,4.56,1,2 min.,Spring 2016
Chuunen Punk,"Horror,Suspense",12355,12952,4.57,1,2 min.,Spring 2016
Kindan no Mokushiroku: Crystal Triangle,"Adventure,Mystery",12342,9505,4.59,1,1 hr. 26 min.,Spring 2016
KochinPa! Dainiki,"Adventure,Mystery",12368,10786,4.54,24,15 sec. per ep.,Winter 2017
Shinsei Kamattechan,"Adventure,Mystery",12360,12967,4.56,1,4 min.,Winter 2017
Beluga,"Avant Garde,Horror",12339,11242,4.59,1,5 min.,Winter 2017
PistStar,"Avant Garde,Horror",12337,13038,4.59,1,1 min.,Winter 2017
Osaru no Kantai,"Avant Garde,Horror",12334,11258,4.6,1,1 min.,Winter 2017
Choujikuu Romanesque Samy: Missing 99,"Action,Sci-Fi",12340,10642,4.59,1,58 min.,Winter 2017
Usalullaby,"Action,Sci-Fi",12375,12943,4.53,1,5 min.,Winter 2017
Direct Animation,"Action,Sci-Fi",12341,13906,4.59,1,1 min.,Winter 2017
Manga,"Action,Sci-Fi",12336,11176,4.59,1,7 min.,Winter 2017
A Log Day of Timbre,"Action,Sci-Fi",12330,12390,4.6,1,2 min.,Winter 2017
Love Kome: We Love Rice,"Gourmet,Slice of Life",12329,5436,4.61,12,4 min. per ep.,Spring 2017
Utsukushii,"Gourmet,Slice of Life",12335,14951,4.6,1,6 min.,Spring 2017
Nouryou Anime: Denkyuu Ika Matsuri,"Avant Garde,Horror",12352,12404,4.57,1,5 min.,Spring 2017
Zettai Shougeki: Platonic Heart,"Action,Ecchi",12325,4602,4.61,5,30 min. per ep.,Spring 2017
Sign,"Action,Ecchi",12338,13609,4.59,1,9 min.,Spring 2017
Yami no Purple Eye,"Horror,Mystery,Supernatural",12324,10017,4.61,1,31 min.,Spring 2017
Natsu no Gero wa Fuyu no Sakana,"Horror,Mystery,Supernatural",12323,12022,4.61,1,2 min.,Spring 2017
Conception,"Action,Adventure,Fantasy,Romance",12327,1653,4.61,12,23 min. per ep.,Fall 2018
